HEADING,VERTICAL_ANGLE,VELOCITY
53.13010235415598,37.920251047381484,10.058519309134159
49.398705354995535,20.814365542779182,11.668277381457973
45.0,79.89824962016405,15.525100284930932
39.8055710922652,26.32097810853558,9.8179737621376
33.690067525979785,28.321995081567216,9.20283911995902
26.56505117707799,28.502915276640728,8.857834922321983
18.43494882292201,71.67986727807482,10.196218322239536
72.34987578006988,65.85335308941411,17.41742125183232
71.56505117707799,16.08698142802583,20.194221223948354
70.70995378081128,37.01178594127062,14.704480090225665
69.77514056883192,67.55783815647584,16.77750043386081
68.74949449286676,58.55198387298987,14.588898037191782
67.61986494804043,63.496119392572574,15.026824290998812
66.37062226934319,21.65507342080686,15.80389410246889
48.81407483429035,75.83595226125743,14.824392280775525
29.74488129694222,41.097622351530134,8.934777567718172
78.69006752597979,44.00686497396824,20.010288208745067
70.01689347810003,46.68959337738517,15.16727372528144
67.16634582208245,11.298891084215413,22.941371662265905
45.0,31.739102604718504,11.137368960070098
26.56505117707799,19.342974454379743,11.84811300200866
77.31961650818018,42.29616351220939,20.099952674129884
67.75097634278764,30.654271957346214,16.303952696754024
64.6538240580533,70.99539448742769,18.30098256862647
41.6335393365702,29.83590506292237,11.698604729223298
37.874983651098205,71.46562263959137,13.622081198177968
33.690067525979785,70.97077063576324,13.11978446996965
29.054604099077146,71.41307159285242,12.928787956271993
23.962488974578182,18.357208693772552,12.712756198088865
18.43494882292201,17.629675689809737,12.69703893756898
12.528807709151511,41.91658304058431,9.537827154807566
75.96375653207353,31.544506728760446,21.297799336003727
75.6186054089094,26.763166732454476,22.1624149456445
75.25643716352927,11.537982032492204,31.360308205985177
74.87599269168945,64.50851225155603,21.998391152588734
74.47588900324574,20.162175916158024,23.79937236384402
74.05460409907715,58.57750815989748,20.03311021137822
73.61045966596522,30.316408708725362,19.973285159252523
65.55604521958347,74.07389243794609,21.19491993314239
64.5366549381284,25.240692020324214,17.198436652708747
63.43494882292201,29.07593169632228,16.069715108371497
62.24145939893998,74.13568647294105,20.012876706216172
74.6237487511738,12.10470675913307,31.502802717616216
73.30075576600639,10.684420021443916,33.5312381540056
33.690067525979785,37.73349400855555,12.089600134005869
30.256437163529263,60.81263978330443,12.65122591059664
26.56505117707799,19.090042745716765,14.591867823793251
22.61986494804043,29.082573048834078,12.251974649571043
18.43494882292201,26.610910026231714,12.446843734791647
14.036243467926479,68.45186014631025,13.32677464591279
9.462322208025617,53.88210526134063,11.194596488494227
59.42077312751099,27.397701806587893,17.51562149485085
58.240519915187214,31.79593150640967,16.447433360274754
56.97613244420336,45.11208831458848,15.297280576142807
55.619655276155136,66.21744587179319,17.492914620773128
54.16234704572171,20.808244163541595,18.109896252409012
52.59464336859145,70.05997619667642,18.095061505032568
50.9061411137705,17.281733437388,18.88070282010137
31.607502246248906,16.958843485843524,16.381583396694488
70.70995378081128,18.15635075951665,26.495973626928393
70.25316339457389,77.84642710358438,31.424951106531626
69.77514056883192,14.854900079881656,28.31239744842306
69.27444113443946,56.01255917771464,20.460613198667893
68.74949449286676,37.503472305633736,19.80604538146445
68.19859051364818,13.777481309576167,28.273563029876055
67.61986494804043,49.11827718530694,19.091065836920766
48.81407483429035,39.11719960461241,14.595870023604554
26.56505117707799,25.184093591814538,14.120034909630618
23.198590513648185,34.77557016028154,12.62816709585881
67.9321004375898,10.710786035954051,32.74725970126734
46.8476102659946,41.57014540512953,14.720779068542686
18.43494882292201,73.22481950016177,16.752771579647728
14.931417178137552,59.11855076177892,13.147751376914737
11.309932474020215,49.15495520775759,12.314885892474107
66.61477894278624,79.3829697482405,33.043524699595814
45.0,74.2225454146382,20.59539928429968
7.125016348901798,29.414451482291803,13.596777426923563
66.97450799147197,68.13646460272408,24.836083692068417
66.44773632710535,23.888916544989744,23.739880010458556
65.89776549883887,30.366518559092828,21.636571088177448
65.32313682966294,32.35519046005439,21.01880392657962
64.72227776444704,76.65180606668564,29.484356273344943
64.09349200048563,56.89659841578644,20.42460316116191
63.43494882292201,75.29505763233982,27.557309711557146
25.20112364547507,34.591878457734,14.042235697215437
22.380135051959574,33.76501603873112,13.970401741022027
19.44003482817619,64.64569666234351,15.116561095828228
16.389540334034784,37.634874564287614,13.406754937281752
13.240519915187205,30.061643833962762,14.056430487379622
10.007979801441339,21.70732275901361,15.69726037276944
6.7098368077569335,41.80689891663816,12.998794057741486
49.18491612511842,35.19176827551086,17.399317542296956
47.862405226111754,45.36336888428822,16.668463327292308
46.46880071438582,37.71218376553762,16.721845434971392
45.0,75.42630397009896,23.26368366287196
43.45184230102203,73.67330617358236,21.814188845875204
41.82016988013577,53.958473522030175,16.212786317369545
40.10090754621224,60.988485536685744,16.94888136823324
47.72631099390627,59.040322686888075,18.18205196115107
41.98721249581666,28.48225723191778,17.74438046308716
21.80140948635181,78.11091277287628,22.893146962511814
19.290046219188735,45.88597269337362,14.421151824884907
16.69924423399362,22.68872749662097,16.964555241436912
14.036243467926479,19.414092672455656,17.959838579145227
5.710593137499643,35.497896234648536,14.44110094169341
62.300527191945,14.202660212737786,30.522913814509195
61.69924423399363,42.57713666302977,20.882706330476523
61.07357416474639,24.589968559351853,23.723648324268694
60.42216131873867,55.82092170127868,21.189842213696302
59.743562836470744,32.86702675750111,21.1773170499068
59.03624346792648,78.71010465435774,32.292732532794524
58.29857033049428,40.23651412450036,19.93776702407914
55.885527054658745,63.7423645018345,21.515120469748513
55.00797980144134,19.234064129823807,24.03083477609427
54.090276920822326,44.8916683792281,18.741660330127033
53.13010235415598,13.043876355763286,27.942610929390874
52.1250163489018,46.87439473176691,18.337752033341364
51.0724564072077,12.25446310876905,28.113188222064547
49.9697407281103,24.240957403898072,20.68266003879686
46.332219853869645,66.8229998153518,20.305573735743273
40.60129464500447,76.51779587313116,24.461969524049486
20.854458039578347,58.547764495781664,15.736268588224998
13.392497753751098,36.31109799385733,14.896208939595494
5.440332031005506,10.52269860159646,24.00558222294507
61.18920625702693,39.098486168981765,21.389439280568624
58.57043438516149,26.025066641665507,22.910001640434402
54.637538112930955,43.583859737362054,19.322658674646597
51.84277341263094,16.712907013002063,25.18227447213068
45.0,59.56135652170864,18.69184453205749
43.66778014613036,15.588027004828888,24.007318699488543
42.27368900609374,69.89170198887827,21.253931343785343
40.81508387488159,24.714204890517422,19.37572436582787
39.28940686250036,14.735766655221635,23.80722256725827
37.69424046668917,46.329460440865866,16.52392768137693
36.02737338510361,31.98074947777382,17.233900017177067
19.98310652189998,74.2355192977597,20.955985002149948
12.80426606528675,20.280944926956273,18.448769664251294
5.194428907734806,49.151230299121465,14.79882590732407
60.10109816138544,75.95880103796847,31.008979375181696
57.425942865427494,20.777244440560864,25.135338727649494
53.42696902148067,32.37571854500936,20.461383027921684
50.59933933652057,52.22351017237331,19.159230436642233
19.17900802581072,58.826576249556574,16.422408802352894
12.2647737278924,48.21245284501181,15.243337554300851
9.865806943084367,50.75331541815206,15.28770839805691
7.431407971172507,77.21472627929298,22.96033555842121
4.969740728110304,45.25029586407641,15.049587418274466
59.03624346792648,15.02712245516868,30.227938508241948
58.3924977537511,40.94067863718632,21.30204963848436
57.724355685422374,63.60942714446932,23.530196645820546
57.03059609653788,48.97803304539981,20.900885279347552
56.309932474020215,41.079841630961226,20.699048544236728
55.56101069119639,58.676413524801205,21.65005579324825
54.78240703180729,32.84652218527128,21.165478309444644
52.25319461272534,57.24196747230988,20.557191400513737
41.34777721969367,52.83103042148956,18.419735969908672
40.0302592718897,73.37672827758149,24.170595232774524
37.568592028827496,33.482539536262024,18.699532807426145
17.102728969052375,44.930541152507146,16.335900212725292
15.068488159492208,25.691874185126448,18.38645523869609
12.994616791916506,54.90624950295834,16.680315712632325
10.885527054658738,58.42407200451399,17.062052805609618
8.74616226255521,19.34221842158767,20.319376209845206
6.581944655178012,57.148609997255186,16.784062840056873
4.398705354995532,32.677366290372404,16.776525566049504
55.98065001017354,32.209839588687636,22.910164630625005
55.30484646876604,58.11972033248846,22.77691967026902
54.60520415501295,55.53338033910896,22.137106801313266
53.88065915052025,50.325476935468764,21.38255641494496
53.13010235415598,74.45240667335025,29.2362609388412
52.35237935989236,37.917696597884216,21.148037878393836
51.54629078329403,10.876439239191821,33.90058814160758
48.94518622903756,13.648212486744022,29.65459142515663
48.01278750418334,61.419619737366794,21.708240362476545
47.04540848888723,50.85860279908996,19.92425861173586
46.041626676009976,63.25250068027923,21.788077003206396
45.0,69.11385201340735,23.712684252790854
43.91907581333931,27.75416386852253,21.12200002952466
42.797401838234194,56.557214746245464,19.81119743750403
35.134193056915635,22.424285894023697,21.430092692959825
33.690067525979785,19.211406570024238,22.632633280128548
32.19573393471325,65.41447498840004,20.338535676781454
30.650667957052864,46.10686679420389,17.55317496529748
4.23639479905884,11.822305083222503,25.73383611237001
55.00797980144134,23.783143143997428,25.47508783712011
47.91083782616776,46.6467893592347,20.260134700973992
41.76029970389787,76.91064442642336,28.8907001300574
35.53767779197438,11.006676077169802,30.009552131489002
10.124671655397817,63.52600376728071,18.698036169256106
8.130102354155978,46.91336203125198,16.675992149206273
6.1155035662854065,18.93119021041374,21.21539124302093
4.085616779974877,67.55309411598135,19.752712843529654
53.36588612403259,47.74647320030815,21.885371129861863
52.65065095535941,73.08805479807356,29.024720456480264
46.90915243299638,27.123159505437695,22.65265894039109
40.763605200941164,10.795240183837807,31.949329680362922
37.184706453233126,33.37394803656509,19.71439633746932
35.90972307917768,27.51088411303047,20.70458387567699
3.945186229037563,23.26374478089901,19.822971580759198
50.96448710125312,64.9530552975491,24.681301655069348
50.19442890773481,70.54453567523507,27.053547329696617
49.398705354995535,65.98587825068995,24.662731555458166
45.93919094573558,27.608208511373366,22.699528013020448
45.0,72.453913209425,26.906606944408455
44.028978068920836,72.58532168010518,26.77103140519571
43.025065989118026,27.077929677778563,22.285032039238157
41.98721249581666,60.646132958147234,21.525407634399347
40.91438322002513,62.85692979646261,21.900849490771503
39.8055710922652,30.45562255398173,20.93770766534182
14.931417178137552,50.057112678440376,17.589553319351886
13.134022306396323,56.49909440377178,18.119036582948965
11.309932474020215,29.04816922203393,18.802495811311868
9.462322208025617,17.6872827698638,22.70183353498141
7.594643368591445,42.62138303627008,17.260673089341893
5.710593137499643,50.41052351563646,17.352875558730933
3.8140748342903543,77.80117013832457,26.721832601515565
47.642545294064725,12.834272434919848,32.280360340442975
51.34019174590991,27.1810723842921,24.866007648614353
50.63068275763526,71.03910269241527,28.376926896732492
49.899092453787766,42.95026821852536,22.10431627995306
49.1446237411043,76.66361138389088,32.69625745048127
48.366460663429805,76.87832985105237,32.689236084126605
47.563770211465005,67.77172128208281,25.7732174495151
46.73570458892839,20.25428788103089,26.554514795165296
43.21008939175393,55.65363836466214,21.83472467852351
42.27368900609374,17.10768104452911,27.893767903603408
41.30861401354873,64.27565149979225,23.47504582283297
40.3141001604973,19.663271985789983,25.882941157575228
39.28940686250036,54.20576334471756,20.996300353889175
38.23382517744694,15.54767113626213,28.248849967072545
37.14668669802178,27.232158239689607,22.340388411950368
33.690067525979785,74.62580094793881,27.58620309300777
32.47119229084849,40.961912320480636,19.68664652136001
31.218402764346376,75.84645379918686,28.25391845175516
29.931511840507792,34.31981657949553,20.027642939208988
28.610459665965216,22.940053176289855,22.664321259431453
27.25532837494307,24.81338822455741,21.86324415026014
25.866356794094518,66.09367810166675,22.035342226894453
13.62699485989154,23.004159760722565,21.517625336027223
11.976132444203355,37.145996268282445,18.541077859669176
10.304846468766033,32.320752214642255,19.081983847918117
8.615648184164113,26.81579633312414,20.165002788300455
6.911227119024681,36.8620451362459,18.43133640369858
5.194428907734806,78.20735941706059,28.503187187826214
3.4682292589171477,53.732019137852255,18.438978907555416
42.357454705935275,29.678366384546287,22.9047351841119
39.472459848343824,51.720599563652726,21.077339810408613
38.45370921670597,33.807111011249866,21.46228037706584
13.240519915187205,20.564744151536182,22.82389408734091
8.36588612403259,22.947931908911492,21.667647153985488
3.366460663429801,72.7226564476812,24.270779774869126
48.81407483429035,43.74889233556312,22.84526804051461
48.09405805891711,11.464945706337273,36.3243343277561
47.35329686610831,25.970348144134235,25.37063644568533
46.59114027119459,66.77283127180337,26.254892850104458
45.80692945510237,13.75500527759629,32.655177589831304
45.0,10.919106170028387,36.129516512820146
44.16968451374199,16.248816431238055,29.849026619387107
41.53177074108285,18.252004357798647,27.767240004100955
38.659808254090095,50.05326070855523,21.13368988157871
36.6070748126075,63.21808306796448,23.057481246645636
12.875001559612475,64.30450833735767,21.230236762431353
8.130102354155978,79.40420399510533,30.975278113881103
3.2704879231835653,13.380615056736454,27.636580119344774
45.78482460299189,21.78024663485302,27.1088668837502
40.73210669970919,53.22925486945294,22.044608734913254
